case_id,run_id,decision_mode,channel,traceback_depth,path_metric_width,normalization,payload_length,mismatch_count,first_mismatch
soft_awgn_2db,m5_soft_awgn_2db_tb32_pm16_subtract_min,soft3,soft_awgn,32,16,subtract_min,96,0,
soft_awgn_2db,m5_soft_awgn_2db_tb40_pm8_none,soft3,soft_awgn,40,8,none,96,0,
soft_awgn_2db,m5_soft_awgn_2db_tb40_pm8_subtract_min,soft3,soft_awgn,40,8,subtract_min,96,0,
soft_awgn_2db,m5_soft_awgn_2db_tb40_pm10_none,soft3,soft_awgn,40,10,none,96,0,
soft_awgn_2db,m5_soft_awgn_2db_tb40_pm10_subtract_min,soft3,soft_awgn,40,10,subtract_min,96,0,
soft_awgn_2db,m5_soft_awgn_2db_tb40_pm12_none,soft3,soft_awgn,40,12,none,96,0,
soft_awgn_2db,m5_soft_awgn_2db_tb40_pm12_subtract_min,soft3,soft_awgn,40,12,subtract_min,96,0,
soft_awgn_2db,m5_soft_awgn_2db_tb40_pm16_none,soft3,soft_awgn,40,16,none,96,0,
soft_awgn_2db,m5_soft_awgn_2db_tb40_pm16_subtract_min,soft3,soft_awgn,40,16,subtract_min,96,0,
soft_awgn_2db,m5_soft_awgn_2db_tb64_pm8_none,soft3,soft_awgn,64,8,none,96,0,
soft_awgn_2db,m5_soft_awgn_2db_tb64_pm8_subtract_min,soft3,soft_awgn,64,8,subtract_min,96,0,
soft_awgn_2db,m5_soft_awgn_2db_tb64_pm10_none,soft3,soft_awgn,64,10,none,96,0,
soft_awgn_2db,m5_soft_awgn_2db_tb64_pm10_subtract_min,soft3,soft_awgn,64,10,subtract_min,96,0,
soft_awgn_2db,m5_soft_awgn_2db_tb64_pm12_none,soft3,soft_awgn,64,12,none,96,0,
soft_awgn_2db,m5_soft_awgn_2db_tb64_pm12_subtract_min,soft3,soft_awgn,64,12,subtract_min,96,0,
soft_awgn_2db,m5_soft_awgn_2db_tb64_pm16_none,soft3,soft_awgn,64,16,none,96,0,
soft_awgn_2db,m5_soft_awgn_2db_tb64_pm16_subtract_min,soft3,soft_awgn,64,16,subtract_min,96,0,
